Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	Entity	Symbol	is_outlier	outlier_info
gene-R0792_RS10400	374	347	272	243	246	336	220	249	172	124	196	201	host	gene-R0792_RS10400	False	
gene-R0792_RS00455	328	331	286	260	197	340	277	257	268	235	366	290	host	hda	False	
gene-R0792_RS21495	11	32	18	22	4	18	21	15	19	8	12	11	host	gene-R0792_RS21495	False	
gene-R0792_RS07375	7	8	10	4	0	10	11	8	8	2	8	5	host	gene-R0792_RS07375	False	
gene-R0792_RS17665	175	215	189	215	90	240	207	159	197	102	155	115	host	gene-R0792_RS17665	False	
gene-R0792_RS29470	318	350	263	234	260	449	359	315	311	236	383	331	host	gene-R0792_RS29470	False	
gene-R0792_RS21015	47	80	53	55	45	49	35	40	58	36	35	40	host	gene-R0792_RS21015	False	
gene-R0792_RS27110	208	226	205	200	120	222	204	168	236	143	198	176	host	ribF	False	
gene-R0792_RS22115	90	85	91	93	51	157	140	90	179	101	128	122	host	gene-R0792_RS22115	False	
gene-R0792_RS01665	327	453	452	394	160	341	344	248	254	134	213	157	host	phoQ	False	
gene-R0792_RS06755	8	11	16	9	7	17	10	7	8	7	9	4	host	gene-R0792_RS06755	False	
gene-R0792_RS22475	52	72	57	43	22	63	54	45	60	36	59	41	host	gene-R0792_RS22475	False	
gene-R0792_RS20795	3	6	6	2	2	8	7	4	12	4	8	1	host	gene-R0792_RS20795	False	
gene-R0792_RS13285	44	31	46	44	28	66	43	26	57	29	74	29	host	gene-R0792_RS13285	False	
gene-R0792_RS24465	79	106	97	77	29	111	83	41	143	52	70	62	host	gene-R0792_RS24465	False	
gene-R0792_RS09390	171	159	166	121	110	168	144	131	138	89	129	130	host	gene-R0792_RS09390	False	
gene-R0792_RS02115	10	12	6	10	0	6	2	2	17	1	4	7	host	gene-R0792_RS02115	False	
gene-R0792_RS11485	330	450	417	363	280	527	453	440	450	290	361	339	host	nqrM	False	
gene-R0792_RS25630	66	80	95	89	40	97	62	60	134	56	102	57	host	gene-R0792_RS25630	False	
gene-R0792_RS23905	133	150	133	110	63	152	127	113	218	151	250	189	host	dctM	False	
gene-R0792_RS23110	359	484	494	450	236	576	488	383	595	332	495	390	host	gene-R0792_RS23110	False	
gene-R0792_RS01750	7	2	5	8	2	4	1	4	3	2	6	2	host	gene-R0792_RS01750	False	
gene-R0792_RS20960	10	9	14	5	6	14	20	11	31	20	32	30	host	siaC	False	
gene-R0792_RS12980	158	145	107	136	73	208	186	113	189	131	200	128	host	gene-R0792_RS12980	False	
gene-R0792_RS05330	199	215	227	197	121	242	213	192	187	108	173	141	host	gene-R0792_RS05330	False	
gene-R0792_RS10290	159	202	202	167	128	217	159	148	200	94	176	136	host	gene-R0792_RS10290	False	
gene-R0792_RS13675	18	13	23	17	13	9	12	20	20	6	15	10	host	rhlG	False	
gene-R0792_RS01375	16	52	55	36	14	35	45	27	47	31	37	27	host	gene-R0792_RS01375	False	
gene-R0792_RS25835	11	8	10	9	6	12	11	5	8	3	16	12	host	gene-R0792_RS25835	False	
gene-R0792_RS09835	4	4	3	0	1	1	1	2	3	4	4	0	host	gene-R0792_RS09835	False	
gene-R0792_RS06295	5	4	4	5	1	8	1	4	7	3	2	3	host	gene-R0792_RS06295	False	
gene-R0792_RS12390	118	138	156	100	63	140	124	111	146	80	102	82	host	gene-R0792_RS12390	False	
gene-R0792_RS20335	37	56	53	32	34	40	43	30	84	51	75	83	host	cysW	False	
gene-R0792_RS15600	35	46	47	44	10	49	52	41	51	24	40	39	host	gene-R0792_RS15600	False	
gene-R0792_RS20130	18	27	28	18	9	28	20	11	26	12	27	20	host	aphB	False	
gene-R0792_RS20995	135	154	203	138	36	134	118	99	107	44	91	86	host	gene-R0792_RS20995	False	
gene-R0792_RS10610	128	84	107	101	82	141	114	102	126	74	165	89	host	gene-R0792_RS10610	False	
gene-R0792_RS13100	11	13	14	20	10	23	24	13	13	11	14	19	host	gene-R0792_RS13100	False	
gene-R0792_RS13770	3	4	4	1	0	1	2	1	1	0	2	2	host	gene-R0792_RS13770	False	
gene-R0792_RS12370	146	169	172	174	64	203	161	120	218	126	163	136	host	mtnA	False	
gene-R0792_RS05620	5	0	2	6	1	1	0	0	2	1	1	1	host	gene-R0792_RS05620	False	
gene-R0792_RS26675	67	84	71	61	40	84	75	67	97	50	104	81	host	gene-R0792_RS26675	False	
gene-R0792_RS28140	76	75	73	81	34	102	94	77	116	54	128	79	host	mreD	False	
gene-R0792_RS04475	76	69	69	60	52	63	61	48	48	33	40	39	host	exsB	False	
gene-R0792_RS17780	20	30	35	29	11	31	27	26	37	12	34	21	host	gene-R0792_RS17780	False	
gene-R0792_RS13105	5	11	7	9	4	15	13	5	6	8	15	5	host	gene-R0792_RS13105	False	
gene-R0792_RS02330	97	102	109	72	37	142	124	73	140	92	123	126	host	gene-R0792_RS02330	False	
gene-R0792_RS11980	33	44	40	37	9	35	27	23	41	15	29	26	host	gene-R0792_RS11980	False	
gene-DMS3-19	15	15	10	16	29	73	47	34	92	46	69	58	phage	gene-DMS3-19	False	
gene-R0792_RS07395	5	10	7	4	1	8	4	6	14	7	13	7	host	soxR	False	
gene-R0792_RS20510	255	267	221	206	190	307	261	263	215	156	261	234	host	gene-R0792_RS20510	False	
gene-R0792_RS16770	428	369	345	305	221	363	288	282	226	182	236	243	host	gene-R0792_RS16770	False	
gene-R0792_RS09640	3	6	8	3	2	7	14	5	14	5	4	6	host	gene-R0792_RS09640	False	
gene-R0792_RS07860	51	50	44	32	20	55	49	46	44	32	47	44	host	gene-R0792_RS07860	False	
gene-R0792_RS19750	54	53	86	69	38	98	69	66	96	48	76	54	host	proC	False	
gene-R0792_RS29455	92	132	118	85	64	123	104	94	88	58	92	95	host	gene-R0792_RS29455	False	
gene-R0792_RS01810	10	18	19	17	16	19	28	18	21	11	21	17	host	ddaH	False	
gene-R0792_RS09180	227	270	317	236	141	311	269	194	229	105	196	152	host	gene-R0792_RS09180	False	
gene-DMS3-21	2	8	4	5	4	11	11	9	51	37	53	45	phage	V	False	
gene-R0792_RS08880	149	162	146	105	83	135	136	123	116	82	119	93	host	gene-R0792_RS08880	False	
gene-R0792_RS21705	158	162	190	150	62	172	161	102	172	62	128	107	host	gene-R0792_RS21705	False	
gene-R0792_RS09920	35	47	33	51	11	47	42	26	65	30	36	27	host	gene-R0792_RS09920	False	
gene-R0792_RS12040	117	151	106	122	61	138	98	96	99	67	105	82	host	xcpT	False	
gene-R0792_RS22745	7	16	16	15	3	19	10	17	22	4	14	7	host	argE	False	
gene-R0792_RS04055	18	16	24	21	10	18	27	14	24	8	19	17	host	gene-R0792_RS04055	False	
gene-R0792_RS08200	35	35	58	37	10	54	57	29	67	35	52	41	host	gene-R0792_RS08200	False	
gene-R0792_RS06740	3	3	7	5	5	8	7	4	9	4	2	4	host	clsB	False	
gene-R0792_RS29390	23	12	16	14	7	20	12	8	19	7	13	8	host	gene-R0792_RS29390	False	
gene-R0792_RS18695	111	144	129	133	49	124	98	108	96	67	96	80	host	gene-R0792_RS18695	False	
gene-R0792_RS29835	14	16	28	35	2	24	19	11	54	22	38	22	host	gene-R0792_RS29835	False	
gene-R0792_RS26645	40	46	37	29	42	59	44	44	46	19	39	32	host	gene-R0792_RS26645	False	
gene-R0792_RS11020	283	315	295	233	170	255	211	189	242	133	266	186	host	gene-R0792_RS11020	False	
gene-R0792_RS23225	222	229	223	219	135	263	230	177	254	156	262	231	host	gene-R0792_RS23225	False	
gene-R0792_RS09845	30	29	33	28	8	26	28	22	22	12	13	15	host	gene-R0792_RS09845	False	
gene-R0792_RS21660	28	29	28	21	14	30	30	35	30	12	31	21	host	gene-R0792_RS21660	False	
gene-R0792_RS29465	82	91	73	67	77	90	83	80	78	59	103	90	host	gene-R0792_RS29465	False	
gene-R0792_RS25755	27	28	33	35	5	20	19	18	22	9	20	19	host	fdhE	False	
gene-R0792_RS01800	78	106	78	58	32	96	73	74	122	55	78	74	host	gene-R0792_RS01800	False	
gene-R0792_RS14450	28	33	49	34	12	23	34	18	23	6	10	9	host	arnD	False	
gene-R0792_RS01145	346	438	371	336	293	605	437	411	412	258	396	323	host	flgD	False	
gene-R0792_RS04465	407	476	407	306	203	433	318	245	328	185	286	201	host	exsC	False	
gene-R0792_RS11055	2	1	5	6	1	1	0	1	4	2	0	2	host	gene-R0792_RS11055	False	
gene-R0792_RS09885	53	59	51	47	23	73	62	45	95	32	61	49	host	gene-R0792_RS09885	False	
gene-R0792_RS10880	27	23	22	28	5	14	23	5	17	13	21	5	host	gene-R0792_RS10880	False	
gene-R0792_RS03040	35	38	42	33	15	46	44	28	71	36	58	46	host	gene-R0792_RS03040	False	
gene-R0792_RS13635	4	5	6	9	4	15	7	5	9	3	5	8	host	phnH	False	
gene-R0792_RS08945	112	191	111	127	121	178	115	154	99	92	118	112	host	lecA	False	
gene-R0792_RS12130	37	40	35	33	24	50	30	29	30	25	25	25	host	gene-R0792_RS12130	False	
gene-R0792_RS12985	415	426	425	322	232	423	383	332	316	162	293	270	host	gene-R0792_RS12985	False	
gene-R0792_RS24055	132	144	137	135	40	170	148	104	212	110	169	109	host	hisH	False	
gene-R0792_RS27045	173	158	119	138	166	197	144	175	159	150	182	186	host	gene-R0792_RS27045	False	
gene-R0792_RS08915	55	54	43	44	28	56	42	41	52	23	50	35	host	gene-R0792_RS08915	False	
gene-R0792_RS10700	28	35	22	17	30	24	30	26	28	12	25	14	host	gene-R0792_RS10700	False	
gene-R0792_RS10410	9	14	26	14	14	26	20	17	28	20	27	22	host	gene-R0792_RS10410	False	
gene-R0792_RS28860	99	75	68	66	96	149	111	93	75	75	154	103	host	gene-R0792_RS28860	False	
gene-R0792_RS11445	227	228	234	223	151	306	265	207	248	184	261	205	host	gene-R0792_RS11445	False	
gene-R0792_RS18570	127	189	193	164	83	201	146	131	179	127	171	140	host	gene-R0792_RS18570	False	
gene-R0792_RS29850	6	11	3	10	5	10	10	5	14	2	11	7	host	gene-R0792_RS29850	False	
gene-R0792_RS07880	14	10	16	6	5	10	11	11	9	2	5	2	host	gene-R0792_RS07880	False	
gene-R0792_RS22420	183	226	214	176	81	224	173	161	173	129	167	139	host	gmd	False	
gene-R0792_RS19080	46	48	59	67	33	74	81	47	126	43	93	70	host	gene-R0792_RS19080	False	
gene-R0792_RS13955	195	179	163	111	111	151	125	104	79	70	76	77	host	gene-R0792_RS13955	False	
gene-DMS3-26	6	5	5	5	2	12	14	10	48	37	50	52	phage	gene-DMS3-26	False	
gene-R0792_RS28815	45	99	44	31	25	47	40	40	319	337	43	23	host	gene-R0792_RS28815	False	
gene-R0792_RS06715	7	5	10	7	4	8	8	1	4	3	3	7	host	gene-R0792_RS06715	False	
gene-R0792_RS04865	50	62	63	56	28	89	51	51	70	50	78	47	host	gene-R0792_RS04865	False	
gene-R0792_RS17145	135	81	84	52	56	115	93	65	62	40	63	56	host	gene-R0792_RS17145	False	
gene-R0792_RS20350	2	4	7	3	2	2	2	0	2	2	4	5	host	gene-R0792_RS20350	False	
gene-R0792_RS04530	156	142	114	136	105	153	132	100	94	60	82	76	host	pscJ	False	
gene-R0792_RS12815	24	20	14	12	15	10	17	20	6	5	13	8	host	gene-R0792_RS12815	False	
gene-R0792_RS17770	1	0	0	2	1	4	2	2	3	1	1	0	host	gene-R0792_RS17770	False	
gene-R0792_RS27520	68	83	81	80	57	117	73	79	92	72	85	83	host	tnpB	False	
gene-R0792_RS07760	20	20	16	15	15	31	19	16	27	12	24	24	host	gene-R0792_RS07760	False	
gene-R0792_RS25870	6	11	7	7	1	14	17	13	16	5	4	5	host	gene-R0792_RS25870	False	
gene-R0792_RS29255	0	3	0	0	1	2	1	0	3	0	1	0	host	gene-R0792_RS29255	False	
gene-R0792_RS00855	10	4	18	9	7	13	6	14	7	7	2	8	host	gene-R0792_RS00855	False	
gene-R0792_RS11200	10	7	12	7	1	13	7	5	9	0	6	7	host	gene-R0792_RS11200	False	
gene-R0792_RS25830	21	20	22	25	13	25	25	18	32	13	26	21	host	gene-R0792_RS25830	False	
gene-R0792_RS13345	26	13	17	11	4	11	20	5	17	7	18	12	host	gene-R0792_RS13345	False	
gene-R0792_RS19865	75	82	110	92	42	113	87	82	127	61	107	73	host	gene-R0792_RS19865	False	
gene-R0792_RS04345	22	22	31	25	8	28	26	20	42	25	43	18	host	gene-R0792_RS04345	False	
gene-R0792_RS21430	12	25	28	27	5	17	20	6	18	7	22	8	host	gene-R0792_RS21430	False	
gene-R0792_RS26335	151	175	160	169	40	160	148	110	224	82	164	100	host	lpoP	False	
gene-R0792_RS26220	211	239	236	175	109	268	253	185	222	109	173	171	host	gene-R0792_RS26220	False	
gene-R0792_RS04630	8	10	7	4	6	9	8	7	12	6	10	9	host	gene-R0792_RS04630	False	
gene-R0792_RS20395	34	39	36	26	30	60	39	31	52	21	46	32	host	gene-R0792_RS20395	False	
gene-R0792_RS22260	111	144	148	131	70	171	135	96	167	94	138	100	host	ampDh2	False	
gene-R0792_RS02695	10	16	11	13	4	16	8	6	19	11	5	8	host	gene-R0792_RS02695	False	
gene-R0792_RS13880	17	22	31	16	11	31	22	18	27	14	17	19	host	gene-R0792_RS13880	False	
gene-R0792_RS16955	447	441	418	395	211	437	386	337	375	229	329	270	host	mrdA	False	
gene-R0792_RS21570	4	3	3	4	4	7	8	1	10	2	6	6	host	gene-R0792_RS21570	False	
gene-R0792_RS12125	116	128	126	115	80	156	114	104	118	75	135	99	host	leuB	False	
gene-R0792_RS11585	247	218	203	176	174	255	196	194	133	131	153	166	host	gene-R0792_RS11585	False	
gene-R0792_RS13110	34	33	23	28	7	35	39	34	37	23	26	17	host	gene-R0792_RS13110	False	
gene-R0792_RS06175	195	168	159	116	114	184	142	140	160	139	198	156	host	gene-R0792_RS06175	False	
gene-R0792_RS09985	6	1	5	5	0	2	3	2	3	3	4	2	host	gene-R0792_RS09985	False	
gene-R0792_RS20725	51	72	49	57	53	77	38	47	60	44	56	59	host	gene-R0792_RS20725	False	
gene-R0792_RS21060	4	2	4	1	2	3	1	1	6	2	4	4	host	gene-R0792_RS21060	False	
gene-R0792_RS28870	203	221	251	186	100	289	200	180	229	121	242	180	host	gene-R0792_RS28870	False	
gene-R0792_RS02945	27	25	19	9	13	19	15	15	18	12	13	16	host	gene-R0792_RS02945	False	
gene-R0792_RS06355	9	13	13	20	10	10	6	14	16	6	8	11	host	gene-R0792_RS06355	False	
gene-R0792_RS14930	371	407	415	404	217	601	463	335	674	336	511	401	host	ispC	False	
gene-R0792_RS20020	230	218	252	243	128	287	243	187	322	157	306	231	host	gene-R0792_RS20020	False	
gene-R0792_RS19400	45	65	63	40	39	72	42	40	57	38	60	47	host	creD	False	
gene-R0792_RS10940	7	13	10	7	3	6	7	6	6	2	8	5	host	gene-R0792_RS10940	False	
gene-R0792_RS11105	9	11	10	14	2	23	16	10	16	7	16	9	host	gene-R0792_RS11105	False	
gene-R0792_RS22660	6	12	11	11	6	15	30	7	46	27	24	18	host	gene-R0792_RS22660	False	
gene-R0792_RS29945	13	26	33	19	12	24	18	10	17	3	21	15	host	gene-R0792_RS29945	False	
gene-R0792_RS30240	383	418	430	354	186	392	396	339	400	192	334	269	host	gene-R0792_RS30240	False	
gene-R0792_RS02485	172	202	244	181	106	325	261	200	215	174	233	189	host	gene-R0792_RS02485	False	
gene-R0792_RS15555	15	16	16	21	11	14	7	14	13	6	16	12	host	gene-R0792_RS15555	False	
gene-R0792_RS18940	22	14	18	11	3	12	24	12	21	12	10	14	host	gene-R0792_RS18940	False	
gene-R0792_RS19425	284	334	335	300	152	436	355	244	303	135	260	175	host	gene-R0792_RS19425	False	
gene-R0792_RS17740	2	12	4	16	1	12	8	5	8	6	10	6	host	gene-R0792_RS17740	False	
gene-R0792_RS24425	268	248	273	253	158	313	245	171	231	138	216	199	host	tatC	False	
gene-R0792_RS04085	226	221	268	216	93	243	200	164	293	107	191	147	host	selD	False	
gene-R0792_RS19345	5	6	7	5	6	9	4	3	12	1	6	3	host	gene-R0792_RS19345	False	
gene-R0792_RS15080	23	19	29	22	13	40	24	21	22	13	26	31	host	gene-R0792_RS15080	False	
gene-R0792_RS04585	28	30	28	25	17	30	27	20	26	12	17	8	host	gene-R0792_RS04585	False	
gene-R0792_RS28045	169	192	188	151	87	164	144	134	187	112	133	157	host	mdpA	False	
gene-R0792_RS21575	9	10	14	8	5	29	26	15	19	15	15	22	host	gene-R0792_RS21575	False	
gene-R0792_RS24495	227	214	202	207	102	241	188	158	189	154	185	191	host	phaC	False	
gene-R0792_RS17535	3	3	6	4	0	2	3	2	0	0	1	1	host	gene-R0792_RS17535	False	
gene-R0792_RS22755	5	7	3	6	4	7	11	4	8	8	9	11	host	gene-R0792_RS22755	False	
gene-R0792_RS23955	48	42	48	27	17	50	38	30	36	18	28	21	host	gene-R0792_RS23955	False	
gene-R0792_RS13945	56	56	65	60	38	79	67	48	60	53	60	54	host	gene-R0792_RS13945	False	
gene-R0792_RS00815	21	17	22	15	7	14	22	15	20	9	16	11	host	gene-R0792_RS00815	False	
gene-R0792_RS27430	84	89	97	57	42	113	99	82	113	63	117	88	host	gene-R0792_RS27430	False	
gene-R0792_RS09230	72	52	42	38	60	63	46	48	31	25	49	46	host	gene-R0792_RS09230	False	
gene-R0792_RS06410	1	8	1	0	0	0	2	0	1	0	2	0	host	gene-R0792_RS06410	False	
gene-R0792_RS12560	44	58	64	41	70	133	100	106	180	123	160	229	host	gene-R0792_RS12560	False	
gene-R0792_RS01305	11	16	16	10	5	30	10	14	21	12	13	19	host	hcuA	False	
gene-R0792_RS24315	47	39	69	47	15	72	56	31	54	34	45	20	host	hutG	False	
gene-R0792_RS17150	44	45	39	38	17	61	52	47	56	42	46	39	host	gene-R0792_RS17150	False	
gene-R0792_RS27635	46	52	38	36	32	59	45	36	45	37	33	48	host	gene-R0792_RS27635	False	
gene-R0792_RS10980	30	33	42	34	19	45	49	39	56	16	41	29	host	gene-R0792_RS10980	False	
gene-R0792_RS29195	7	8	11	10	11	18	16	11	14	10	17	14	host	pigA	False	
gene-R0792_RS27945	40	38	47	33	34	50	54	43	47	25	47	44	host	gene-R0792_RS27945	False	
gene-R0792_RS01995	45	33	35	38	15	34	45	27	42	20	26	18	host	gene-R0792_RS01995	False	
gene-DMS3-29	5	5	6	7	7	22	10	6	25	24	52	47	phage	gene-DMS3-29	False	
gene-R0792_RS14575	342	417	406	384	188	473	333	287	367	170	267	238	host	glpK	False	
gene-R0792_RS28690	9	9	18	20	14	46	37	24	47	27	55	30	host	gene-R0792_RS28690	False	
gene-R0792_RS09220	15	13	21	18	17	27	14	21	22	13	18	12	host	gene-R0792_RS09220	False	
gene-R0792_RS01385	171	180	187	167	150	222	186	182	190	127	182	197	host	dgt	False	
gene-R0792_RS06520	16	16	22	8	1	10	19	14	23	8	17	16	host	gene-R0792_RS06520	False	
gene-R0792_RS15855	188	210	226	218	109	359	253	189	417	190	308	228	host	gene-R0792_RS15855	False	
gene-R0792_RS22295	114	176	118	122	65	117	118	118	145	80	122	118	host	gene-R0792_RS22295	False	
gene-R0792_RS16615	4	5	9	8	0	5	11	5	5	1	10	2	host	tauD	False	
gene-R0792_RS22950	44	79	47	46	25	55	41	37	57	26	34	42	host	glcE	False	
gene-R0792_RS06910	70	84	77	76	58	93	60	65	76	40	57	62	host	gene-R0792_RS06910	False	
gene-R0792_RS24010	36	35	38	31	34	57	39	49	62	50	74	50	host	gene-R0792_RS24010	False	
gene-R0792_RS06790	56	66	46	44	24	70	51	46	47	29	33	30	host	glgA	False	
gene-R0792_RS14635	2	3	2	1	1	1	1	1	4	2	3	4	host	gene-R0792_RS14635	False	
gene-R0792_RS19705	250	321	320	274	133	354	252	189	315	142	211	194	host	gene-R0792_RS19705	False	
gene-R0792_RS18005	69	93	98	83	25	45	46	31	28	9	29	11	host	phzE	False	
gene-R0792_RS07160	350	334	278	210	251	354	286	274	259	212	317	318	host	gene-R0792_RS07160	False	
gene-R0792_RS23720	29	68	45	54	17	52	45	43	72	41	54	52	host	gene-R0792_RS23720	False	
gene-R0792_RS15780	21	33	30	22	9	25	29	27	38	15	21	22	host	gene-R0792_RS15780	False	
gene-R0792_RS13190	309	376	367	366	162	487	343	260	430	194	302	223	host	hrpA	False	
gene-R0792_RS22690	2	7	3	2	1	3	4	4	1	1	2	3	host	gene-R0792_RS22690	False	
gene-R0792_RS12140	93	142	128	127	71	143	152	102	159	88	112	87	host	leuC	False	
gene-R0792_RS04460	173	202	171	127	123	221	179	146	120	79	96	79	host	popD	False	
gene-R0792_RS20070	107	128	143	148	62	120	121	92	129	75	131	102	host	gene-R0792_RS20070	False	
gene-R0792_RS07720	3	8	11	4	3	9	8	5	5	6	1	3	host	gene-R0792_RS07720	False	
gene-R0792_RS24975	291	359	334	277	190	396	318	270	386	247	360	292	host	gene-R0792_RS24975	False	
gene-R0792_RS00930	185	216	180	148	105	217	143	137	146	89	142	121	host	gene-R0792_RS00930	False	
gene-R0792_RS09030	2	4	4	1	0	6	3	0	3	2	3	1	host	gene-R0792_RS09030	False	
gene-R0792_RS16305	182	245	242	184	162	279	228	186	219	154	180	164	host	narX	False	
gene-R0792_RS23345	105	131	103	96	86	197	149	125	227	147	229	197	host	cyaY	False	
gene-R0792_RS21030	26	32	29	34	18	37	26	34	41	16	32	16	host	triA	False	
gene-R0792_RS17710	17	19	16	21	13	30	20	13	21	8	16	12	host	gene-R0792_RS17710	False	
gene-R0792_RS24090	70	75	79	60	32	84	65	64	125	55	96	102	host	gene-R0792_RS24090	False	
gene-R0792_RS13360	25	30	31	26	3	21	14	17	15	9	20	15	host	gene-R0792_RS13360	False	
gene-R0792_RS18965	213	294	255	259	128	407	333	240	564	295	429	310	host	gene-R0792_RS18965	False	
gene-R0792_RS13755	34	25	29	27	19	47	25	28	31	10	30	30	host	gene-R0792_RS13755	False	
gene-R0792_RS12660	58	77	52	51	45	85	69	59	85	39	55	56	host	gene-R0792_RS12660	False	
gene-R0792_RS05805	28	19	26	9	20	25	16	30	17	8	11	11	host	gene-R0792_RS05805	False	
gene-R0792_RS21530	3	4	6	5	1	3	4	3	9	3	8	2	host	dsbM	False	
gene-R0792_RS15325	146	208	163	148	130	224	177	186	257	190	272	227	host	gene-R0792_RS15325	False	
gene-R0792_RS07555	9	11	8	8	8	14	9	5	12	5	6	8	host	gene-R0792_RS07555	False	
gene-R0792_RS19325	8	29	21	16	10	14	13	18	19	10	18	10	host	gene-R0792_RS19325	False	
gene-R0792_RS25280	8	11	9	6	4	16	22	7	21	10	18	16	host	gene-R0792_RS25280	False	
gene-R0792_RS24895	11	14	25	10	6	17	22	9	28	10	24	14	host	gene-R0792_RS24895	False	
gene-R0792_RS15485	15	37	38	15	7	29	27	28	38	10	25	19	host	ptsP	False	
gene-R0792_RS09935	10	19	19	18	10	16	9	10	13	5	8	11	host	gene-R0792_RS09935	False	
gene-R0792_RS25365	10	16	23	16	16	17	15	16	23	15	10	18	host	gene-R0792_RS25365	False	
gene-R0792_RS23095	30	34	26	26	21	41	34	29	31	23	29	35	host	gene-R0792_RS23095	False	
gene-R0792_RS14460	35	27	51	33	7	21	22	10	23	4	8	3	host	gene-R0792_RS14460	False	
gene-R0792_RS01985	5	6	14	7	3	4	11	3	3	2	7	3	host	gene-R0792_RS01985	False	
gene-R0792_RS07785	0	3	1	1	2	2	2	3	3	2	4	3	host	msuE	False	
gene-R0792_RS03375	299	327	308	230	193	349	337	241	356	200	363	346	host	moaA	False	
gene-R0792_RS14470	301	350	415	344	132	314	291	224	207	92	165	127	host	gene-R0792_RS14470	False	
gene-R0792_RS09260	388	446	444	402	211	483	407	319	467	288	432	341	host	uvrC	False	
gene-R0792_RS23400	19	24	24	15	9	20	20	16	29	17	21	22	host	gene-R0792_RS23400	False	
gene-R0792_RS10785	92	90	106	79	72	112	88	87	92	60	95	88	host	gene-R0792_RS10785	False	
gene-R0792_RS27775	13	12	9	7	16	25	10	20	15	14	10	16	host	gene-R0792_RS27775	False	
gene-R0792_RS22905	344	378	376	326	149	389	321	268	291	173	267	196	host	gene-R0792_RS22905	False	
gene-R0792_RS13205	126	146	110	131	99	169	114	93	102	76	112	97	host	fadD2	False	
gene-R0792_RS00750	207	235	246	209	92	250	193	153	240	145	229	185	host	gene-R0792_RS00750	False	
gene-R0792_RS21490	14	27	25	14	9	21	16	21	26	10	20	19	host	gene-R0792_RS21490	False	
gene-R0792_RS09540	240	336	345	269	192	378	293	234	322	196	310	270	host	nuoE	False	
gene-R0792_RS23005	22	28	20	25	7	33	28	12	49	13	43	18	host	gene-R0792_RS23005	False	
gene-R0792_RS12805	19	33	26	18	25	31	17	26	20	19	18	26	host	gene-R0792_RS12805	False	
gene-R0792_RS18900	120	116	157	103	62	144	106	103	109	67	122	99	host	gene-R0792_RS18900	False	
gene-R0792_RS18090	11	18	14	8	8	13	12	7	22	9	11	10	host	pchA	False	
gene-R0792_RS13775	2	2	1	1	0	3	0	2	6	3	1	3	host	gene-R0792_RS13775	False	
gene-R0792_RS18885	107	102	104	89	60	144	110	93	182	101	160	119	host	gene-R0792_RS18885	False	
gene-R0792_RS08215	140	151	137	166	59	149	105	99	97	56	73	70	host	gene-R0792_RS08215	False	
gene-R0792_RS21105	41	50	105	79	13	60	62	39	95	47	61	47	host	gene-R0792_RS21105	False	
gene-R0792_RS16145	64	62	79	44	36	84	56	56	49	32	54	37	host	gene-R0792_RS16145	False	
gene-R0792_RS21730	13	15	12	14	7	13	4	14	9	5	9	6	host	dprA	False	
gene-R0792_RS27280	420	441	418	341	326	503	387	388	301	284	408	380	host	gene-R0792_RS27280	False	
gene-R0792_RS07550	102	112	111	87	54	142	100	89	110	68	98	81	host	gene-R0792_RS07550	False	
gene-R0792_RS18935	38	46	52	41	17	44	40	25	55	26	45	19	host	gene-R0792_RS18935	False	
gene-R0792_RS19635	45	41	61	43	27	44	40	37	37	15	39	28	host	gene-R0792_RS19635	False	
gene-R0792_RS02615	20	32	29	24	11	29	27	19	25	9	15	10	host	gene-R0792_RS02615	False	
gene-R0792_RS07385	14	5	7	11	1	9	7	3	13	6	8	12	host	gene-R0792_RS07385	False	
gene-R0792_RS02530	105	116	124	93	72	106	95	84	124	51	99	83	host	gene-R0792_RS02530	False	
gene-R0792_RS21095	51	54	33	48	25	51	49	35	46	26	28	28	host	gene-R0792_RS21095	False	
gene-R0792_RS16835	171	174	219	144	74	204	196	140	232	131	233	146	host	gene-R0792_RS16835	False	
gene-R0792_RS21600	36	38	42	34	17	39	36	22	41	27	36	33	host	gene-R0792_RS21600	False	
gene-R0792_RS24960	507	556	515	399	286	667	490	479	497	302	457	401	host	parC	False	
gene-R0792_RS05425	7	16	14	6	5	17	7	9	10	5	12	8	host	gene-R0792_RS05425	False	
gene-R0792_RS11800	51	62	81	57	37	88	75	67	78	51	81	72	host	gene-R0792_RS11800	False	
gene-R0792_RS10690	3	3	1	3	0	3	1	3	2	0	5	1	host	gene-R0792_RS10690	False	
gene-R0792_RS14725	5	3	5	3	2	5	4	3	10	5	6	5	host	gene-R0792_RS14725	False	
gene-R0792_RS14665	12	10	15	9	5	21	15	10	24	10	18	12	host	gene-R0792_RS14665	False	
